Departamento,Municipio,Cultivo,Estado,Topografia,Drenaje,"pH agua:suelo 2,5:1,0",Materia orgánica (MO) %,Fósforo (P) Bray II mg/kg,Azufre (S) Fosfato monocalcico mg/kg,Acidez (Al+H) KCL cmol(+)/kg,Aluminio (Al) intercambiable cmol(+)/kg,Calcio (Ca) intercambiable cmol(+)/kg,Magnesio (Mg) intercambiable cmol(+)/kg,Potasio (K) intercambiable cmol(+)/kg,Sodio (Na) intercambiable cmol(+)/kg,capacidad de intercambio cationico (CICE) suma de bases cmol(+)/kg,"Conductividad el‚ctrica (CE) relacion 2,5:1,0 dS/m",Hierro (Fe) disponible olsen mg/kg,Cobre (Cu) disponible mg/kg,Manganeso (Mn) disponible Olsen mg/kg,Zinc (Zn) disponible Olsen mg/kg,Boro (B) disponible mg/kg,AS,AC,Produccion,Rendimiento,T_max,T_pro,P_max
52,52560,Pastos,POR ESTABLECER,,Regular,5.17,15.091517262809711,22.02545640950043,8.989865969271007,2.126105722138458,2.030590994105184,1.421491578947369,0.2510393135011442,0.3923952631578948,0.14,4.3310318777448655,0.451782,1138.9027459954236,2.7505720823798634,5.447368421052634,2.6578947368421058,0.1333870833876762,0,0,0,0,0,0,0
52,52560,Pastos,POR ESTABLECER,Plano,Regular,5.31,5.175740408630943,75.14117075288011,9.832612585744112,0.9281279306253062,0.8221962056894425,2.873105741127349,0.5391217014613778,0.823756472,0.14,5.3041118450303175,0.3402895999999999,380.2118997912318,2.683716075156576,6.576200417536535,1.7327766179540711,0.1517385937648358,0,0,0,0,0,0,0
52,52560,Pastos,ESTABLECIDO,Ondulado,Bueno,5.01,4.308878382926591,82.32756031946327,26.852132989221197,1.9428747809483684,1.6529086824933856,1.2282245802337937,0.4467073963868224,0.2604114133900105,0.14,4.018218170958996,0.3334204,684.3145589798087,3.3081827842720517,14.18597236981934,4.838469713071201,0.4450856124469797,0,0,0,0,0,0,0
52,52560,Pastos,POR ESTABLECER,,Malo,5.43,12.09121065194309,59.131666437475225,16.32794001578532,1.9428865122213868,1.8067961433426067,0.7667102762430938,0.2,0.5268052640883977,0.14,3.576402052552879,0.3746356,851.8983425414365,2.6033149171270717,2.939226519337016,3.8828729281767953,0.144721483,0,0,0,0,0,0,0
52,52560,Pastos,POR ESTABLECER,,Malo,5.27,5.716009965010717,39.96876630885661,4.159572821544651,1.8833493738273277,1.425890305232855,0.8076642470205848,0.2486956013001082,0.4967799913326107,0.14,3.576489213480631,0.1632756,645.1386782231849,4.602383531960995,7.255687973997831,1.7713976164680385,0.1107125459457065,0,0,0,0,0,0,0
52,52560,Pastos,POR ESTABLECER,Plano,Regular,5.21,15.00445961530173,22.915281351323976,6.332691341483836,1.3468900788623095,1.016913721628686,2.053703681125439,0.4293360961313012,0.2949947198124266,0.14,4.2649245759314764,0.4538956,797.1066822977725,5.663540445486518,8.582649472450173,5.596717467760844,0.1197979834793518,0,0,0,0,0,0,0
52,52560,Pastos,POR ESTABLECER,Ondulado,Malo,5.25,15.48378282653271,11.107179987121423,17.87908037908039,1.7918918560127592,1.482090937,1.7182000122850132,0.3649511425061426,0.1511770466830467,0.14,4.166220057486962,0.2737112,648.5405405405406,3.3181818181818192,7.810810810810814,2.932432432432434,0.1078563254729058,0,0,0,0,0,0,0
52,52560,Pastos,ESTABLECIDO,Ondulado,Bueno,5.09,12.48617563413261,28.45761276832617,12.17100258633805,2.0853253554181777,1.7095199360096014,2.054324068157615,0.2170817678381257,0.2754075910543131,0.14,4.772138782468232,0.4237767999999999,510.65069222577216,4.595314164004261,5.265175718849842,4.733759318423856,0.2007917633072825,0,0,0,0,0,0,0
52,52560,Pastos,POR ESTABLECER,,Regular,5.1,12.018799232080386,46.26859855077637,5.018179063778213,1.599737035618996,1.3,2.010100053022269,0.2203843478260868,0.1337782142099681,0.14,4.103999651,0.4058111999999999,851.7359490986212,4.773064687168609,7.095440084835629,5.632025450689287,0.093101855,0,0,0,0,0,0,0
52,52560,Pastos,ESTABLECIDO,Plano,Regular,4.73,10.175107634339014,64.88287747,14.754440564748748,2.887770166,2.41,1.2608932306057383,0.2,0.110084366,0.14,4.598747762392622,0.4819008,996.1487778958552,3.4017003188097767,11.764080765143463,6.690754516471839,0.1697749243354458,0,0,0,0,0,0,0
25,25426,Café,POR ESTABLECER,Ondulado,Regular,5.4,2.765210149668557,3.87,2.9113912257655787,3.329700231760091,2.786154810615105,1.8306659358841777,0.869580507,0.316543868,0.14,6.486490542,0.0776748,354.2409513960703,1,5.716649431230609,1,0.1356184228633817,0,0,0,0,0,0,0
50,50330,Café,ESTABLECIDO,,,4.66,5.811143653572594,5.217229736698879,5.578735417445091,6.091590022944198,5.350047535332711,0.59,0.2,0.09,0.14,7.111590022944197,0.1685595999999999,1057.6854838709671,1.338709677419354,11.845622119815662,1,0.1351825887370319,136,136,2.617,19.19,0,0,0
50,50330,Café,,,,5,4.545575294611099,3.87,4.991477964450937,8.685534986,7.668242838919393,0.9590304864864866,0.3990488324324325,0.2251328302702702,0.14,10.40874713556853,0.1173048,591.9783783783784,1.3610810810810814,2.562162162162162,1,0.082080977,136,136,2.617,19.19,0,0,0
50,50330,Café,,,,4.79,3.071703812066896,3.87,18.36451836451837,2.943654672326536,2.7130523431365905,0.59,0.2,0.09,0.14,3.963654672326536,0.1247023999999999,288.5948717948719,1,1.5220512820512826,1,0.12,136,136,2.617,19.19,0,0,0
50,50330,Café,,,,4.97,7.202837561,3.87,8.070363638169594,4.5253573713879325,4.0290306296304434,1.0598911135611913,0.3458930429988976,0.1583817023153253,0.14,6.2295232302633465,0.1675027999999999,598.6692392502758,1.260198456449835,5.080485115766264,4.583241455,0.1141498998220479,136,136,2.617,19.19,0,0,0
50,50330,Café,,,,5.01,3.5830209744576025,3.87,10.98947846062222,2.698574305549324,2.374751132808435,0.8103492759706195,0.3214089821615951,0.116550925,0.14,4.086883489179964,0.1373839999999999,484.3693599160546,2.111227701993705,3.534102833158448,1,0.1376107186871879,136,136,2.617,19.19,0,0,0
50,50330,Café,,,,4.75,5.583960326990403,3.87,3.8393442302237095,3.987455586572406,3.5529235353779325,0.59,0.217393246,0.1219445472312703,0.14,5.056793380274903,0.1902239999999999,656.6199782844735,1.5787187839305106,6.233441910966343,1,0.2772896480729719,136,136,2.617,19.19,0,0,0
50,50330,Café,,,,4.6,3.859061973857255,3.87,17.566636884818706,3.411276700551696,2.92497063,0.59,0.2,0.09724831,0.161822862,4.460347872,0.2409504,747.8181818181821,1,3.535123967,1,0.2495653285021289,136,136,2.617,19.19,0,0,0
50,50330,Café,,,,4.55,2.190544383109223,3.87,10.64326521643595,2.216297391853509,1.712507068443263,0.59,0.2,0.09,0.14,3.236297391853509,0.1685595999999999,389.1473577235773,2.129065040650407,3.579268292682928,1,0.2174493721745611,136,136,2.617,19.19,0,0,0
76,76001,Aguacate,POR ESTABLECER,Ondulado,Bueno,5.01,4.378471415422257,3.87,5.3,3.444451724992045,2.8496735434298257,0.7991028635851183,0.2,0.09,0.14,4.673554588577163,0.0644648,222.65388951521984,4.042841037204058,9.853438556933485,1,0.1167237419826352,3,3,90,30,0,0,0
52,52835,Aguacate,,Plano,,5.46,4.74,3.87,17.35,0.29,0,0.66,0.24,0.14,0.38,1.71,0.11,74.08,2.05,3.32,1,0.09,0,0,0,0,0,0,0
85,85001,Maíz,POR ESTABLECER,Plano,Bueno,5.48,1.655240779807336,11.78144421424773,6.262582096758033,4.5558046316544605,3.8930975230549474,1.3693221941354905,0.8147265217391305,0.1811499615773508,0.14,7.061003309106432,0.0771464,455.6268958543984,1.469160768452983,61.339737108190086,3.0485338725985844,0.383846832,380,380,3.04,8,0,0,0
5,5847,Caña panelera/azucar,POR ESTABLECER,Pendiente,,4.97,3.1159555800345906,3.87,8.183721080343396,4.085304522076316,3.389387011185652,1.767652712384852,1.0922946264073696,0.1677673326509723,0.14,7.253019194,0.2309108,277.65711361310133,1.1156601842374618,8.879222108495396,1,0.1483598186223505,52,52,1.873,36.01,0,0,0
5,5847,Caña panelera/azucar,POR ESTABLECER,Pendiente,,5.22,4.489721020272077,3.87,8.662508662508664,1.8991320466622807,1.4369129076612308,4.382591589743591,1.5403332102564105,0.3276817476923077,0.14,8.289738594354588,0.3054152,205.23179487179488,1,7.135384615384616,1,0.261932068,52,52,1.873,36.01,0,0,0
5,5847,Caña panelera/azucar,POR ESTABLECER,Pendiente,,5.26,3.516674520575032,3.87,6.102728495366533,0.1577755406864113,0,9.895806022494886,5.017011370143149,0.6951802085889569,0.14,15.905773141913404,0.4401571999999999,182.5122699386503,2.701431492842536,11.404907975460125,2.412065439672802,0.232898477,52,52,1.873,36.01,0,0,0
5,5847,Caña panelera/azucar,POR ESTABLECER,Pendiente,,5.3,12.184244585618382,3.87,11.438139710391022,0.8078768523105252,0.4000923612478915,7.761750628272254,1.6019733298429322,0.5055871287958116,0.14,10.817187939221522,0.6800508000000001,466.2272251308901,3.527748691099477,16.41361256544503,4.514136125654451,0.2095975438058867,52,52,1.873,36.01,0,0,0
5,5847,Caña panelera/azucar,POR ESTABLECER,Pendiente,,5.08,5.177090222820993,3.87,8.094031531531531,3.1932454638757264,2.6125689230204188,4.841624635416666,2.3680986874999994,0.4465100249999999,0.14,10.989478811792392,0.4845428,239.490625,2.8260416666666663,19.740625,1,0.1941261733848702,52,52,1.873,36.01,0,0,0
5,5847,Caña panelera/azucar,POR ESTABLECER,Pendiente,,4.93,6.109800338729106,3.87,7.569617186990505,2.829713296000588,2.4214218172254918,2.4859998345398133,0.6829342709410547,0.2157618862461219,0.14,6.354409287727578,0.3112276,488.3340227507756,3.276111685625646,11.125129265770424,1,0.1356184228633817,52,52,1.873,36.01,0,0,0
5,5847,Caña panelera/azucar,POR ESTABLECER,Pendiente,,5.11,6.120088284955365,3.87,5.013156478954523,0.5249591388484678,0.1914749210682717,4.885595396,2.6002669598262758,0.1777848859934853,0.14,8.328606380976588,0.6029043999999999,272.71878393051026,2.034744842562432,15.756786102062971,2.029315960912052,0.067448833,52,52,1.873,36.01,0,0,0
5,5847,Caña panelera/azucar,POR ESTABLECER,Pendiente,,5.38,4.535712479194514,3.87,5.884470536109876,0.7483345624441956,0.4416740494860338,4.01,2.738635194672129,0.2852603114754097,0.14,12.145355171050747,0.3128128,226.13114754098356,2.440573770491802,14.179303278688517,1,0.1767997936109928,52,52,1.873,36.01,0,0,0
5,5847,Caña panelera/azucar,POR ESTABLECER,Pendiente,,5.22,2.217588140925386,3.87,3.823267712156601,4.455568283343048,3.8603931231358826,1.9377031378600829,1.4785979115226342,0.1546212222222222,0.14,8.166490554947988,0.1632756,155.21090534979425,1.2757201646090537,8.704732510288068,1,0.1349207972313684,52,52,1.873,36.01,0,0,0
5,5847,Caña panelera/azucar,POR ESTABLECER,Pendiente,,5.49,2.486938506855425,3.87,4.546471937776283,2.332138085251687,1.703849297622012,5.674301801242235,4.563792536231881,0.1208655279503105,0.14,12.831097950676114,0.1643324,102.4948240165631,1.1987577639751548,10.511387163561071,1,0.1357588146054762,52,52,1.873,36.01,0,0,0
5,5847,Caña panelera/azucar,POR ESTABLECER,Pendiente,,5.25,2.964336179025666,3.87,6.339502245336434,1.6951907939543478,1.0328605389116043,5.444774902763565,3.538330481064484,0.3001727901740021,0.14,11.11846897,0.3550848,156.5220061412488,2.2149437052200622,13.216990788126925,1,0.1342303120868886,52,52,1.873,36.01,0,0,0
5,5847,Caña panelera/azucar,POR ESTABLECER,Pendiente,,5.34,4.565686227854497,3.87,7.276507276507278,0.3798264093324561,0,6.003655015384617,2.6365394871794874,0.4144787446153846,0.14,9.574499656511946,0.4660488,360.6307692307692,6.311794871794873,8.948717949,3.111794871794872,0.1061886760395871,52,52,1.873,36.01,0,0,0
5,5847,Caña panelera/azucar,POR ESTABLECER,Pendiente,,5.32,4.824432777594778,3.87,10.467566647341927,0.4938583931352799,0.060043719,5.706388518896835,2.6314994177732385,0.4247975362614913,0.14,9.396543866066846,0.5495359999999999,429.7977528089889,3.4688457609805927,7.112359550561799,1,0.2326605823339269,52,52,1.873,36.01,0,0,0
5,5847,Caña panelera/azucar,POR ESTABLECER,Pendiente,,5.37,3.210463096579102,3.87,6.096494860539803,1.8178191917532636,1.1408306584180068,8.400785393258424,4.488952277834524,0.2051856588355464,0.1492529417773237,15.06199546345908,0.3424031999999999,159.77528089887633,2.367722165474974,11.941777323799792,2.304392236976505,0.1762580169196415,52,52,1.873,36.01,0,0,0
5,5847,Caña panelera/azucar,POR ESTABLECER,Pendiente,,5.05,5.648727303404161,3.87,7.499815389159653,1.0329124946412849,0.5420545152783145,4.621304077868853,2.112820420081968,0.2590864672131148,0.14,8.16612346,0.4126804,4.01,3.3995901639344264,12.276639344262296,2.1116803278688527,0.1343678431443546,52,52,1.873,36.01,0,0,0
5,5847,Caña panelera/azucar,POR ESTABLECER,Pendiente,,4.82,6.743355511883885,3.87,6.883806883806885,6.668063630503118,5.9184734448424114,1.328627907692308,0.6207008102564102,0.2508110030769231,0.14,9.008203352,0.155878,790.2851282051283,3.701538461538462,11.75692307692308,1.4102564102564104,0.1911396168712568,52,52,1.873,36.01,0,0,0
5,5847,Caña panelera/azucar,POR ESTABLECER,Pendiente,,4.97,4.160821775299548,3.87,3.6026738813116514,3.0043458890912147,2.0726649737584597,3.2505317956656343,1.5823778121775025,4.01,0.14,8.082416846779552,0.214002,109.78431372549018,4.235294117647058,26.64086687306501,1.2631578947368418,0.049861556,52,52,1.873,36.01,0,0,0
5,5847,Caña panelera/azucar,POR ESTABLECER,Pendiente,,5.34,1.8991127307538664,3.87,4.025987172054587,4.823000052108371,4.102987455713887,2.623633350357508,2.6207744535240045,0.238693569,0.14,10.44610142493779,0.1262876,98.01021450459652,2.122574055158325,10.254341164453525,1,0.091654169,52,52,1.873,36.01,0,0,0
5,5847,Caña panelera/azucar,POR ESTABLECER,Pendiente,,4.6,4.817672136655367,3.87,5.017971339214863,4.125446168721043,3.4112298891251074,2.1110398445595857,1.309231471502591,0.1922441409326425,0.14,7.877961625715861,0.4427992,592.9740932642488,3.143005181347151,11.127461139896376,1,0.1645099178022619,52,52,1.873,36.01,0,0,0
5,5847,Caña panelera/azucar,POR ESTABLECER,Pendiente,,5.38,5.090927680238151,5.692653290241333,3.430426225,2.787854028582496,2.284625660099263,1.1341122478991594,0.6634597373949578,0.5104902478991594,0.14,5.235916261775772,0.1669744,129.19222689075627,2.163865546218487,7.303571428571426,1,0.065252495,52,52,1.873,36.01,0,0,0
52,52560,Pastos,ESTABLECIDO,Pendiente,Bueno,5.35,15.27,42.29,8.62,2.55,2.08,3.01,0.41,0.21,0.15,6.33,0.41,1099.39,3.87,9.89,9.72,0.28,0,0,0,0,0,0,0
52,52560,Pastos,ESTABLECIDO,Pendiente,Bueno,5.4,8.27,58.23,14.02,1.72,1.25,2.92,0.6,0.53,0.14,5.91,0.41,933.2,3.53,14.58,7.12,0.22,0,0,0,0,0,0,0
52,52560,Pastos,ESTABLECIDO,Plano,Bueno,5.42,8.84,43.16,16.84,1.37,0.94,2.85,0.51,0.46,0.14,5.33,0.4,737.33,3.46,9.09,4.12,0.3,0,0,0,0,0,0,0
52,52560,Pastos,ESTABLECIDO,Pendiente,Bueno,5.41,6.51,129.77,10.38,1.29,0.87,2.11,0.33,0.12,0.14,3.99,0.44,815.57,2.6,9.96,7.18,0.28,0,0,0,0,0,0,0
25,11001,Aguacate,ESTABLECIDO,Ondulado,Bueno,5.18,2.17,3.87,5.39,5.67,4.76,3.75,1.72,0.15,0.14,11.43,0.1,138.5,1,33.77,1.13,0.16,0,0,0,0,0,0,0
25,11001,Aguacate,ESTABLECIDO,Ondulado,Bueno,5.28,15.07,7.2,20.6,0.85,0.49,3.28,0.62,0.34,0.14,5.23,0.49,156.5,3.79,9.73,5.31,0.16,0,0,0,0,0,0,0
85,85001,Pastos,ESTABLECIDO,Plano,Regular,4.74,1.71,6.25,4.31,1.7,1.09,0.61,0.22,0.1,0.14,2.77,0.15,449.04,1,7.05,1,0.32,380,380,3.04,8,0,0,0
85,85001,Pastos,ESTABLECIDO,Plano,Regular,5.26,2.07,4.97,3.9,0.76,0.32,0.67,0.21,0.09,0.14,1.87,0.1,393.33,1,9.85,1,0.26,380,380,3.04,8,0,0,0
85,85001,Pastos,ESTABLECIDO,Plano,Regular,4.99,1.66,9.18,3.5,2.38,1.65,1.7,0.54,0.22,0.14,4.98,0.19,295.13,1.4,22.45,1,0.31,380,380,3.04,8,0,0,0
85,85001,Pastos,ESTABLECIDO,Plano,Regular,5.32,2.01,3.97,4.7,0.89,0.47,0.68,0.21,0.11,0.14,2.03,0.12,385.63,1,4.22,1,0.23,380,380,3.04,8,0,0,0
50,50573,Arroz,POR ESTABLECER,Plano,Regular,5.46,0.96,6.73,2.68,0.64,0.27,1.25,0.26,0.09,0.14,2.38,0.04,78.4,1,4.51,1,0.18,0,0,0,0,0,0,0
18,18753,Maíz,,Plano,Regular,5.12,4.19,3.87,1.09,4.64,3.91,0.59,0.23,0.09,0.14,5.69,0.07,243.39,1,1,1,0.19,0,0,0,0,0,0,0
18,18753,Arroz,,Plano,Regular,5.16,3.7,3.87,2.73,3.11,2.43,0.59,0.2,0.09,0.14,4.13,0.07,210.97,1,1.03,1,0.3,0,0,0,0,0,0,0
86,86865,Cacao,ESTABLECIDO,Plano,Regular,5.26,9.7,7.85,6.73,2.62,1.97,1.52,0.24,0.09,0.14,4.609999999999999,0.24,104.76,5.25,6.88,1.18,0.19,140,140,910,6.5,0,0,0
5,5313,Café,ESTABLECIDO,Pendiente,Regular,4.98,5.04,40.09,13.59,2.46,1.81,1.1,0.43,0.1,0.14,4.23,0.24,492.35,1,2.27,1,0.43,12,12,120,10,0,0,0
20,20570,Plátano,ESTABLECIDO,Pendiente,,5.35,1.83,8.84,1.9,2.69,1.88,0.59,0.21,0.15,0.14,3.78,0.07,65.77,1,1.79,1,0.28,420,420,2.529,6.03,0,0,0
52,52835,Cacao,ESTABLECIDO,Plano,Bueno,5.06,2.693775454459311,3.87,1.6965616350862252,1.6793587758726232,1.207282185244429,2.199287182377049,4.01,0.2097943155737704,0.1538295184426229,4.963236605790655,0.161162,204.61577868852456,2.3350409836065573,5.324795081967213,1.5194672131147535,0.099576538,0,0,0,0,0,0,0
86,86865,Cacao,ESTABLECIDO,Plano,Bueno,4.97,6.754965618372315,16.841704372722976,6.813315164,0.9467094102236971,0.7395416826986483,1.2457756102783732,0.2820114025695933,0.1328985096359743,0.14,2.747394932707638,0.3429316,79.95396145610282,2.7162740899357614,6.914346895,1.7334047109207715,0.1040542834767275,140,140,910,6.5,0,0,0
86,86865,Cacao,ESTABLECIDO,Ondulado,Bueno,4.58,2.9790724731813296,3.87,27.92276652297861,2.7329766806325795,2.1974504718150696,0.9212813043478258,0.3384473913043477,0.1138487211028631,0.14,4.246554097387616,0.14531,131.6733828207847,6.7370095440084805,22.700954400848342,3.882290562036053,0.1030611885124744,140,140,910,6.5,0,0,0
50,5313,Maíz,,Plano,Bueno,4.85,2.0495318246247107,85.50343062867564,5.585460816849144,0.2495118460816784,0,3.868937746478872,0.938478461,0.1993155211267604,0.14,5.396243574451898,0.09,299.6006036217302,5.078470824949696,12.381287726358142,3.438631790744465,0.21355756,625,625,8.375,13.4,0,0,0
50,50251,Maíz,POR ESTABLECER,Plano,Bueno,4.97,1.8961012003729685,12.666581924883932,13.111259334824286,1.8460752113000587,1.4321199933308926,0.8427184088620343,0.2393679657603222,0.09,0.14,3.1581615859224152,0.1310432,310.0715005035247,3.539778449144008,7.260825780463242,1,0.072116066,800,800,12,15,0,0,0
86,86865,Cacao,ESTABLECIDO,Pendiente,Bueno,4.88,4.005152587503085,3.87,7.707628505947839,2.1294655508300813,1.771216952736178,1.4253094642857151,0.4122615966386556,0.1234113277310924,0.14,4.230447939485545,0.1194184,190.25840336134465,3.2909663865546235,11.57457983193278,3.8424369747899183,0.1020868705538481,140,140,910,6.5,0,0,0
86,86865,Cacao,ESTABLECIDO,Plano,Bueno,5.15,5.229690753958607,11.940127064304338,5.499386606878464,1.323026463,0.9264463539919068,2.2408603908794795,0.2830436482084691,0.098056612,0.1672756786102063,4.112262793541345,0.1643324,95.15309446254074,4.605863192182412,6.272529858849079,1.5114006514657985,0.077753804,140,140,910,6.5,0,0,0
52,52835,Cacao,ESTABLECIDO,Plano,Bueno,5.1,6.184259437314815,12.198813657643216,12.67372977899294,1.0641366204456029,0.7128296508158279,1.3767088157894742,0.512719836,0.3428522763157895,0.14,3.4364175480771824,0.219286,174.95065789473688,3.1107456140350886,4.747807017543861,2.0997807017543866,0.092542738,0,0,0,0,0,0,0
86,86865,Cacao,ESTABLECIDO,Plano,Bueno,5.2,10.611439191684855,9.197750585,7.509751468324544,1.1416100115313628,0.970194787,2.078682243958574,4.01,0.2983045753739932,0.2276078596087457,4.260754863084873,0.2715976,150.50632911392412,9.710011507479866,4.600690448791716,1.5489067894131192,0.052975611,140,140,910,6.5,0,0,0
86,86865,Cacao,ESTABLECIDO,Plano,Bueno,5.36,6.033043213451274,16.868194314060794,6.672885125923799,0.5719293394306533,0.3030510587308173,1.3859016132596684,0.3082510828729281,0.09,0.14,2.4960820355632496,0.11889,78.63093922651933,3.615469613259668,4.964640883977899,1.469613259668508,0.093258538,140,140,910,6.5,0,0,0
52,52835,Cacao,ESTABLECIDO,Plano,Bueno,4.86,2.7785707540098463,3.87,2.3667297794607856,2.092437839299197,1.6477781917985996,1.4944515605749489,0.5176268480492813,0.1184863121149897,4.01,4.3687971801616206,0.1722583999999999,307.40143737166323,1.937371663244353,7.033880903,1.3942505133470224,0.112910087,0,0,0,0,0,0,0
50,18592,Cacao,POR ESTABLECER,Ondulado,Bueno,4.63,0.7793686175431851,3.87,1.9884733740155431,3.193834408352131,2.753626588,0.59,0.2370111646586346,0.09,0.14,4.250845573010766,0.0914132,68.82730924,1.062248995983936,6.4327309236947805,1,0.084737929,350,350,6.3,18,0,0,0
20,20570,Cacao,ESTABLECIDO,Plano,Bueno,5.22,2.6270337907176464,3.87,3.4728137654474702,1.1534052626047466,0.8610061473527207,2.8119977598385484,0.7555399394550962,0.09,0.14,4.950942961898392,0.1284012,265.7426841574169,1.8113017154389512,10.316851664984869,1,0.1496847587365574,420,420,2.529,6.03,0,0,0
20,20570,Cacao,ESTABLECIDO,Plano,Bueno,5.26,4.1766887247404325,5.511472342662929,3.6293012123827824,0.9773339353941486,0.5728479973323571,3.2012685397784493,0.8914770392749244,0.1306120241691843,0.14,5.340691538616706,0.1727868,315.6767371601208,2.425981873111782,8.136958710976838,1.5669687814702915,0.1365054099927111,420,420,2.529,6.03,0,0,0
52,52835,Cacao,ESTABLECIDO,Plano,Bueno,4.67,3.749511858309901,8.041500207151023,28.552528552528532,2.757463375724321,2.185726884089383,1.9859207796257785,0.5692471413721409,0.1007793804573803,0.2116718503118501,5.625082527491472,0.2208711999999999,230.8856548856548,3.035343035343033,7.049896049896046,2.653846153846153,0.2073684938135064,0,0,0,0,0,0,0
86,86865,Cacao,ESTABLECIDO,Plano,Regular,4.93,13.259356449592335,18.66757677,18.59752762279838,0.8304790247649277,0.4522736863930749,0.9973582551143204,0.3644563056558364,0.09,0.14,2.4222935855350847,0.2039624,95.26714801444048,6.565583634175693,4.6594464500601696,6.805054152,0.1169515051350944,140,140,910,6.5,0,0,0
52,52835,Cacao,ESTABLECIDO,Plano,Bueno,4.7,3.627425445020415,3.87,10.956951950740764,3.103254453661102,2.5657439916010683,1.3163434575569353,0.4789986335403725,0.1316997391304347,0.148388841,5.178685124468554,0.14531,188.6853002070393,2.9140786749482386,7.010351966873704,1.7184265010351962,0.1138451599921631,0,0,0,0,0,0,0
86,86865,Cacao,ESTABLECIDO,Plano,Bueno,5.24,6.747214327218936,18.04411648495828,10.21530724501022,0.4982360238301965,0.2346691672240226,1.1347382288228829,0.2421699449944995,0.09,0.14,2.1051441976475784,0.1437247999999999,68.77447744774479,2.5929592959295933,4.7876787678767885,1.776677667766777,0.120983965,140,140,910,6.5,0,0,0
86,86865,Cacao,ESTABLECIDO,Ondulado,Bueno,4.49,4.005152587503085,3.87,15.381152460984396,2.8770438825044717,2.390075888029542,0.8453368697478997,0.4219596323529413,0.094863592,0.14,4.379203977042288,0.1844116,192.0955882352942,4.242647058823531,11.885504201680677,1.858193277310925,0.1155193535214597,140,140,910,6.5,0,0,0
81,81065,Cacao,ESTABLECIDO,Plano,Bueno,5.48,1.9718627392592163,3.87,3.462332436175495,0.5532653978332873,0.1532870602232225,2.693499939637828,1.4646310462776662,0.09,0.14,4.941396383748781,0.1458383999999999,98.42454728370222,2.575452716297787,18.39637826961771,4.941649899396379,0.110638254,2.2,2.2,44,20,0,0,0
81,81065,Cacao,ESTABLECIDO,Plano,Bueno,5.44,1.8961012003729685,5.319291010213083,6.081531761290069,0.2823409146694207,0.030688286,3.802957542799597,2.328960976837865,0.09,0.14,6.644259434306884,0.1865251999999999,194.3001007049345,1.8418932527693856,5.626384693,5.4652567975830815,0.1493832788599479,2.2,2.2,44,20,0,0,0
81,81065,Cacao,ESTABLECIDO,Plano,Bueno,5.32,1.8701854330506105,3.87,4.283229358758059,1.1619414565241544,0.6649128540464858,2.209952185,1.5601759718026185,0.09,0.14,5.162069613623853,0.1675027999999999,178.3484390735146,2.3645518630412887,21.971802618328294,4.359516616314199,0.072116066,2.2,2.2,44,20,0,0,0
50,50001,Pastos,POR ESTABLECER,Plano,Regular,5.16,1.9538355614874336,4.9209681186139305,4.296208841663387,0.6862068873661341,0.3591149377216102,3.01157297,1.0466825454545454,0.1860254181818181,0.14,5.070487820699468,0.2303824,266.2888888888889,3.815151515151515,14.002020202020203,1.8414141414141412,0.1240021700379756,100,100,2.55,25.5,0,0,0
50,50001,Pastos,POR ESTABLECER,Plano,Regular,4.86,2.3860978612085293,4.046818869750289,2.8090621651989864,1.9527014041174844,1.369364404660788,1.102097203219316,0.5398117907444668,0.1232914527162978,0.14,3.857901850797565,0.1468951999999999,145.77766599597587,1.5100603621730386,24.97786720321932,1,0.110638254,100,100,2.55,25.5,0,0,0
50,50001,Pastos,POR ESTABLECER,Plano,Regular,5.15,2.435427123561286,3.87,4.437773281994388,0.6068965436001991,0.2654305383188585,1.5728107135678395,1.244649477386935,0.506807855,0.14,4.071164589831355,0.2319676,203.46130653266331,2.006030150753769,15.29346733668342,1.451256281407035,0.1619349946664267,100,100,2.55,25.5,0,0,0
50,50001,Pastos,POR ESTABLECER,Plano,Regular,5.14,2.7513215220107687,3.87,2.321444919632232,2.052401264327713,1.728773420520864,0.7512820241691847,0.2672608056394764,0.09,0.14,3.300944094136374,0.0708056,136.6525679758309,1.125881168177241,16.088620342396784,1,0.149383279,100,100,2.55,25.5,0,0,0
50,50001,Pastos,POR ESTABLECER,Plano,Regular,4.89,1.8201869164486428,3.87,2.487431922915793,2.282744685794599,1.894351982825832,1.190424637096774,0.3615125302419354,0.093477484,0.14,4.068159337004277,0.1220603999999999,255.93850806451607,1.4697580645161288,8.463709677419354,1,0.123752166,100,100,2.55,25.5,0,0,0
50,50001,Pastos,POR ESTABLECER,Plano,Regular,4.9,1.953835561487433,3.87,2.4924570379115822,4.498467372733544,3.909222607769527,0.7131914040404039,0.2194303030303029,0.09,0.14,5.661089079804251,0.0665784,362.6999999999998,1.479797979797979,11.791919191919186,1,0.098168385,100,100,2.55,25.5,0,0,0
50,50001,Pastos,POR ESTABLECER,Plano,Regular,4.98,1.9778320512852272,3.87,3.309001795379191,3.1011367909655903,2.5522682225098494,0.59,0.2062390211907163,0.09,0.14,4.127375812156306,0.0649932,308.03329969727537,1.5509586276488392,11.889001009081731,1,0.1496847587365573,100,100,2.55,25.5,0,0,0
