Fertilizante,Tipo,numero
25-4-24 y Urea,orgánico-minerales,37
"25-4-24, 10-30-10 y KCl",orgánico-minerales,37
"25-4-24, 10-30-10 y Urea",orgánico-minerales,37
"25-4-24, 17-6-18-2 y Urea",orgánico-minerales,37
"25-4-24, Boro y Zinc",orgánico-minerales,37
"25-4-24, DAP y KCl",orgánico-minerales,37
"25-4-24, DAP y Menores",orgánico-minerales,37
"25-4-24, DAP y Urea",orgánico-minerales,37
"25-4-24, Menores y Abono orgánico",orgánico-minerales,37
"25-4-24, sulfato de zinc y boro",orgánico-minerales,37
"25-4-24, Urea y KCl",orgánico-minerales,37
"25-4-24, Urea y Menores",orgánico-minerales,37
"25-4-24, Urea, DAP y KCl",orgánico-minerales,37
"25-4-25, Menores, Lombricompuesto y cal",orgánico-minerales,37
25-4-4 y Gallinaza,orgánico-minerales,37
25-6-15 y 32-5-5,orgánico-minerales,37
26-3-26 y Urea,orgánico-minerales,37
26-4-4 y Porquinaza,orgánico-minerales,37
"26-4-4, 15-15-15 y DAP",orgánico-minerales,37
27-11-11 y Urea,orgánico-minerales,37
"27-11-11,  25-15-0, DAP y Yeso Agricola",orgánico-minerales,37
27-20-0,orgánico-minerales,37
28-4-0 y 17-6-18-2,orgánico-minerales,37
28-4-0 y 31-8-8,orgánico-minerales,37
28-4-0 y KCl,orgánico-minerales,37
28-4-0 y Menores,orgánico-minerales,37
28-4-0 y Nitrato de amonio,orgánico-minerales,37
28-4-0 y Urea,orgánico-minerales,37
"28-4-0, DAP, KCl, Menores y Porquinaza",orgánico-minerales,37
"28-4-0, Yeso agrícola, Menores y Gallinaza",orgánico-minerales,37
"30-8-3, 19-19-19",orgánico-minerales,37
31-6-8,orgánico-minerales,37
31-8-8 y 25-15-0,orgánico-minerales,37
31-8-8 y 27-11-11,orgánico-minerales,37
31-8-8 y 34-5-5,orgánico-minerales,37
31-8-8 y 40-0-0,orgánico-minerales,37
31-8-8 y Amidas,orgánico-minerales,37
31-8-8 y Bovinaza,orgánico-minerales,37
31-8-8 y Calfos,orgánico-minerales,37
31-8-8 y DAP,orgánico-minerales,37
31-8-8 y Gallinaza,orgánico-minerales,37
31-8-8 y Humus,orgánico-minerales,37
31-8-8 y Kieserita,orgánico-minerales,37
31-8-8 y Porquinaza,orgánico-minerales,37
31-8-8 y Urea,orgánico-minerales,37
"31-8-8, 15-15-15 y Amidas",orgánico-minerales,37
"31-8-8, 26-4-4 y Amidas",orgánico-minerales,37
"31-8-8, 27-11-11 y Urea",orgánico-minerales,37
"31-8-8, 27-11-11, DAP y KCl",orgánico-minerales,37
"31-8-8, 34-5-4 y 21-6-2 y Menores",orgánico-minerales,37
"31-8-8, Urea y Amidas",orgánico-minerales,37
"31-8-8, Urea y DAP",orgánico-minerales,37
"31-8-8, Urea y Gallinaza",orgánico-minerales,37
32-15-6 y urea,orgánico-minerales,37
"32-15-6, 57-13-6, Menores y Nitrax",orgánico-minerales,37
32-4-5,orgánico-minerales,37
34-5-4,orgánico-minerales,37
34-5-4 y 14-0-0,orgánico-minerales,37
34-5-4 y 28-4-0 y 31-8-8,orgánico-minerales,37
34-5-4 y 31-8-8,orgánico-minerales,37
34-5-4 y Abono Orgánico,orgánico-minerales,37
34-5-4 y Amidas,orgánico-minerales,37
34-5-4 y Porquinaza,orgánico-minerales,37
34-5-4 y Urea,orgánico-minerales,37
"34-5-4, Urea y Amidas",orgánico-minerales,37
35-10-5,orgánico-minerales,37
35-10-5 y Urea,orgánico-minerales,37
"35-10-5, 31-8-8 y 27-11-11",orgánico-minerales,37
"35-10-5, 31-8-8 y 40-0-0",orgánico-minerales,37
"35-10-5, 31-8-8 y Urea",orgánico-minerales,37
35-5-3,orgánico-minerales,37
35-5-4,orgánico-minerales,37
35-5-4 y 29-5-3,orgánico-minerales,37
35-5-5,orgánico-minerales,37
35-5-5 y Urea,orgánico-minerales,37
"35-5-5, 31-8-8 y Boro",orgánico-minerales,37
40-0-0,orgánico-minerales,37
40-0-0 y 31-8-8,orgánico-minerales,37
"40-0-0, 43-0-0 y Urea",orgánico-minerales,37
"45-15-15, y Abono orgánico",orgánico-minerales,37
45-4-24,orgánico-minerales,37
45-4-7,orgánico-minerales,37
"70-20-10, Gallinaza, Porquinaza y Cal",orgánico-minerales,37
8-23-8,orgánico-minerales,37
9-22-24,orgánico-minerales,37
Abono Nitrogenado,orgánicos - químicos,39
Abono orgánico,orgánicos,38
Abono orgánico liquido,orgánicos,38
Abono orgánico y Biofertilizante,orgánicos,38
Abono orgánico y biofertilizantes,orgánicos,38
Abono orgánico y Cal,orgánicos,38
Abono orgánico y Cal agricola,orgánicos,38
Abono orgánico y Cal dolomita,orgánicos,38
Abono orgánico y DAP,orgánicos,38
Abono orgánico y Fosforita,orgánicos,38
Abono orgánico y Humus,orgánicos,38
Abono orgánico y Menores,orgánicos,38
Abono orgánico y Roca fosfórica,orgánicos,38
Abono orgánico y tierra de diatomeas,orgánicos,38
Abono químico y orgánico,químicos,40
Abonos verdes,orgánicos,38
Acido fosfórico y KCl,orgánico-minerales,37
Algas,ecológicos,38
Amidas,orgánico-minerales,37
Amidas y 31-8-8,orgánico-minerales,37
Amidas y Porquinaza,orgánico-minerales,37
Biofertilizante,ecológicos,38
Biofertilizantes,ecológicos,38
Bocachi,orgánicos,38
Bocachi y Cal dolomita,orgánicos,38
Bocachi y Gallinaza,orgánicos,38
Bocashi,orgánicos,38
Borax,orgánico-minerales,37
Boro,orgánico-minerales,37
Boro liquido,orgánico-minerales,37
Boro y Quelato de Zinc,orgánico-minerales,37
Boro y Zinc,orgánico-minerales,37
Bovinaza,orgánicos,38
Cal,orgánico-minerales,37
Cal agrícola,orgánico-minerales,37
Cal dolomita,orgánico-minerales,37
Cal dolomita y Abono orgánico,orgánicos,38
Cal dolomita y Calfos,orgánico-minerales,37
Cal dolomita y roca Fosfórica,orgánico-minerales,37
"Cal dolomita, Abono orgánico",orgánicos,38
Cal viva,orgánico-minerales,37
Cal y Gallinaza,orgánicos,38
Cal y Humita,orgánico-minerales,37
Cal y Menores,orgánico-minerales,37
Cal y Oxido de Magnesio,orgánico-minerales,37
Calfos,orgánico-minerales,37
Caprinaza,orgánicos - químicos,39
DAP,orgánico-minerales,37
Dap y Abono orgánico,orgánicos,38
DAP y Cal,orgánico-minerales,37
DAP y Cal dolomita,orgánico-minerales,37
DAP y Fosforita huila,orgánico-minerales,37
DAP y Gallinaza,orgánicos,38
DAP y KCl,orgánico-minerales,37
DAP y Menores,orgánico-minerales,37
DAP y Micorrizas,orgánico-minerales,37
DAP y Nitrato de amonio,orgánico-minerales,37
DAP y Nitrato de potasio,orgánico-minerales,37
DAP y Sulfato de amonio,orgánico-minerales,37
Dap y Sulfato de magnesio,orgánico-minerales,37
DAP y Sulfato de potasio,orgánico-minerales,37
DAP y Sulfato de potasio y Menores,orgánico-minerales,37
"DAP, Amidas, Magnesio y Menores",orgánico-minerales,37
"DAP, AMIDAS, Nitrato de calcio y Boro",orgánico-minerales,37
"Dap, Boro y Gallinaza",orgánicos,38
"DAP, Fertilizante para uso en fertirriego y Calfos",orgánico-minerales,37
"DAP, Gallinaza y Cal",orgánicos,38
"DAP, KCl  y Nitrato de calcio y Boro",orgánico-minerales,37
"DAP, KCl y Abono orgánico",orgánicos,38
"DAP, KCl y Amidas",orgánico-minerales,37
"DAP, KCL y Borax",orgánico-minerales,37
"DAP, KCL y Cal",orgánico-minerales,37
"DAP, KCl y Gallinaza",orgánicos,38
"DAP, KCl y Magnesio",orgánico-minerales,37
"DAP, KCl y Menores",orgánico-minerales,37
"DAP, KCl y Sulfato de amonio",orgánico-minerales,37
"DAP, KCl y Sulfato de potasio",orgánico-minerales,37
"DAP, KCl, Amidas y Menores",orgánico-minerales,37
"DAP, KCl, Menores y Cal agrícola",orgánico-minerales,37
"DAP, KCl, Nitrato de Calcio, Sulfato de amonio, Sulfato de Inc, Sulfato de magnesio",orgánico-minerales,37
"DAP, KCl, Nitrato de magnesio y Menores",orgánico-minerales,37
"DAP, KCL, Sulfato de amonio y Menores",orgánico-minerales,37
"DAP, Menores y Cal",orgánico-minerales,37
"DAP, Menores y Humus",orgánico-minerales,37
"DAP, Nitrato de amonio y Boro",orgánico-minerales,37
"Dap, Nitrato de calcio y boro",orgánico-minerales,37
"DAP, Nitrato de potasio, Nitrato de calcio y boro",orgánico-minerales,37
"DAP, Sulfato de amonio y Nitrato de potasio",orgánico-minerales,37
"DAP, Sulfato de potasio y Cloruro de potasio",orgánico-minerales,37
"DAP, y Menores",orgánico-minerales,37
Equinaza,orgánicos,38
"Equinaza, Humus y Micorrizas",orgánicos,38
Fertiliante para uso en Fertirriego,orgánicos,38
Fertilizante liquido,orgánico-minerales,37
Fertilizante para uso en Fertirriego,orgánicos,38
Fosfato calcico,orgánico-minerales,37
Fosforita Huila y Abono orgánico,orgánicos,38
Gallinaza,orgánicos,38
Gallinaza y Bovinaza,orgánicos,38
Gallinaza y Cal,orgánicos,38
Gallinaza y Cal Agrícola,orgánicos,38
Gallinaza y Calfos,orgánicos,38
Gallinaza y Cuyinaza,orgánicos,38
Gallinaza y Forraje Verde,orgánicos,38
Gallinaza y Fosforita huila,orgánico-minerales,37
Gallinaza y Humus,orgánicos,38
Gallinaza y Leonarditas,orgánicos,38
Gallinaza y Lombricompuesto,orgánicos,38
Gallinaza y Menores,orgánicos,38
Gallinaza y Pollinaza,orgánicos,38
Gallinaza y Porquinaza,orgánicos,38
Gallinaza y Supermagro,orgánicos,38
Gallinaza y Vinaza,orgánicos,38
"Gallinaza, Bocazhi y Lombricompuesto",orgánicos,38
"Gallinaza, Cal dolomita y Fosforita Huila",orgánico-minerales,37
"Gallinaza, Caprinaza y Conejinaza",orgánicos,38
"Gallinaza, Yeso agrícola y Cal",orgánicos,38
humita,orgánico-minerales,37
Humus,orgánicos,38
KCl,orgánico-minerales,37
KCl y Cal dolomita,orgánico-minerales,37
KCl y fertilizante para ueso en Fertirriego,orgánico-minerales,37
KCl y Menores,orgánico-minerales,37
KCl y Nitrato de amonio,orgánico-minerales,37
KCl y Nitrato de calcio,orgánico-minerales,37
KCl y Nitrato de calcio y Boro,orgánico-minerales,37
KCl y Nitrato de potasio,orgánico-minerales,37
KCl y Sulfato de amonio,orgánico-minerales,37
KCL y Sulfato de potasio,orgánico-minerales,37
KCl y sulfato doble de calcio y magnesio  más fósforo,orgánico-minerales,37
"KCl, DAP y Boro",orgánico-minerales,37
"KCL, DAP, Sulfato de potasio y Menores",orgánico-minerales,37
"KCl, Menores",orgánico-minerales,37
"KCl, Sulfato de magnesio y cal dolomita",orgánico-minerales,37
"KCL, Sulfato de potasio y Nitrato de calcio",orgánico-minerales,37
Lixiviado de plátano,orgánico-minerales,37
Lombricompuesto,orgánico-minerales,37
Lombricompuesto y biofertilizantes,orgánico-minerales,37
MAP y Menores,orgánico-minerales,37
MAP y Nitrato de magnesio,orgánico-minerales,37
"MAP, Borax y Azufre",orgánico-minerales,37
"MAP, KCl y Menores",orgánico-minerales,37
"MAP, Nitrato de potasio, Nitrato de calcio y Boro",orgánico-minerales,37
Menores,orgánico-minerales,37
Menores y Abono orgánico,orgánico-minerales,37
Menores y Cal,orgánico-minerales,37
Menores y Cal dolomita,orgánico-minerales,37
Menores y Fertiliante para uso en Fertirriego,orgánico-minerales,37
Menores y Fertilizantes para uso en fertirriego,orgánico-minerales,37
Menores y Gallinaza,orgánico-minerales,37
"Menores, Nitrato de calcio y Boro",orgánico-minerales,37
Micorrizas,orgánico-minerales,37
Nitraro de calcio y boro,orgánico-minerales,37
Nitrato de amonio,orgánico-minerales,37
Nitrato de amonio y abono orgánico,orgánico-minerales,37
Nitrato de amonio y Menores,orgánico-minerales,37
Nitrato de amonio y Nitrato de magnesio,orgánico-minerales,37
Nitrato de calcio,orgánico-minerales,37
Nitrato de calcio y Boro,orgánico-minerales,37
Nitrato de calcio y Fertilizante para uso en Fertirriego,orgánico-minerales,37
Nitrato de calcio y Menores,orgánico-minerales,37
"Nitrato de calcio, Acido fosfórico y Abono orgánico",orgánico-minerales,37
Nitrato de potasio,orgánico-minerales,37
Nitrato de potasio y Humita,orgánico-minerales,37
Nitrato de potasio y Menores,orgánico-minerales,37
Nitrato de potasio y Nitrato de Calcio y boro,orgánico-minerales,37
Nitrato de potasio y Sulfato de potasio,orgánico-minerales,37
"Nitrato de potasio, abono orgánico y Cal",orgánico-minerales,37
"Nitrato de potasio, Boro, Gallinaza y Lombricompuesto",orgánico-minerales,37
"Nitrato de potasio, Nitrato de amonio y Menores",orgánico-minerales,37
"Nitrato de potasio, Nitrato de amonio Y Sulfato de magnesio",orgánico-minerales,37
"Nitrato de potasio, Nitrato de calcio y Menores",orgánico-minerales,37
"Nitrato de potasio, Nitrato de calcio, Sulfato de potasio y Biofertilizantes",orgánico-minerales,37
"Nitrato de potasio, Nitrato de Magnesio y Cal",orgánico-minerales,37
"Nitrato de potasio, Sulfato de Magnesio, Acido fosfórico",orgánico-minerales,37
"Nitrato de potasio, sulfato de potasio y Menores",orgánico-minerales,37
Nitrógeno y Boro,orgánico-minerales,37
Nitrógeno y Cal,orgánico-minerales,37
No ha aplicado fertilizantes,orgánico-minerales,37
No indica,orgánico-minerales,37
N-P_k y Cal,orgánico-minerales,37
N-P-K,orgánico-minerales,37
"N-P-K , Magnesio, zufre y Calcio",orgánico-minerales,37
N-P-K y abono orgánico,orgánico-minerales,37
N-P-K y Menores,orgánico-minerales,37
"N-P-K, Menores y Bovinaza",orgánico-minerales,37
"N-P-K, Menores y Equinaza",orgánico-minerales,37
"N-P-K, Menores y Gallinaza",orgánico-minerales,37
"N-P-K, Menores, Compost de cacjhaza y Bovinaza",orgánico-minerales,37
Orgánico y 10-30-10,orgánico-minerales,37
Pollinaza,orgánico-minerales,37
Pollinaza y Gallinaza,orgánico-minerales,37
"Pollinaza, Bovinaza y Equinaza",orgánico-minerales,37
"Pollinaza, Bovinaza y Menores",orgánico-minerales,37
Porcinaza,orgánico-minerales,37
Porquinaza,orgánico-minerales,37
Quelato de Zinc,orgánico-minerales,37
Roca fosfórica,orgánico-minerales,37
Sulfato de amonio,orgánico-minerales,37
Sulfato de amonio y Abono orgánico,orgánico-minerales,37
Sulfato de Amonio y Amidas,orgánico-minerales,37
Sulfato de amonio y Humita,orgánico-minerales,37
Sulfato de amonio y Menores,orgánico-minerales,37
Sulfato de amonio y nitrato de potasio,orgánico-minerales,37
Sulfato de amonio y Sulfato de potasio,orgánico-minerales,37
"Sulfato de amonio, DAP, KCL,. Sulfato de potasio",orgánico-minerales,37
"Sulfato de amonio, Kieserita y Nitrato de calcio",orgánico-minerales,37
Sulfato de magnesio,orgánico-minerales,37
Sulfato de magnesio y Abono orgánico,orgánico-minerales,37
Sulfato de magnesio y Cal dolomita,orgánico-minerales,37
"Sulfato de magnesio, Boro y Abono orgánico",orgánico-minerales,37
Sulfato de potasio,orgánico-minerales,37
Sulfato de potasio y Menores,orgánico-minerales,37
Sulfato de potasio y nitrato de calcio,orgánico-minerales,37
Sulfato de potasio y Nitrato de potasio,orgánico-minerales,37
Sulfato doble de calcio y magnesio,orgánico-minerales,37
supermagro,orgánico-minerales,37
supermagro y Equinaza,orgánico-minerales,37
supermagro y Gallinaza,orgánico-minerales,37
Ura y Menores,orgánico-minerales,37
Urea,orgánico-minerales,37
"Urea , DAP, KCl y Menores",orgánico-minerales,37
Urea Recubierta,orgánico-minerales,37
"Urea recubierta, DAP, KCl y Sulfato de Magnesio",orgánico-minerales,37
Urea y 31-8-8,orgánico-minerales,37
Urea y Abono orgánico,orgánico-minerales,37
Urea y Acido fosfórico,orgánico-minerales,37
Urea y Bovinaza,orgánico-minerales,37
Urea y Cal,orgánico-minerales,37
Urea y Cal dolomita,orgánico-minerales,37
Urea y Calfos,orgánico-minerales,37
Urea y DAP,orgánico-minerales,37
Urea y Gallinaza,orgánico-minerales,37
Urea y Humus,orgánico-minerales,37
Urea y KCl,orgánico-minerales,37
"Urea y KCl, Menores y Cal",orgánico-minerales,37
Urea y MAP,orgánico-minerales,37
Urea y Menores,orgánico-minerales,37
Urea y Nitrato de amonio,orgánico-minerales,37
Urea y Nitrato de Potasio,orgánico-minerales,37
Urea y Pollinaza,orgánico-minerales,37
Urea y Porquinaza,orgánico-minerales,37
Urea y Sulfato de amonio,orgánico-minerales,37
Urea y Sulfato de potasio,orgánico-minerales,37
Urea y Zeolita,orgánico-minerales,37
"Urea,  DAP y Menores",orgánico-minerales,37
"Urea, Abono orgánico y Cal",orgánico-minerales,37
"Urea, Abono orgánico y Cal dolomita",orgánico-minerales,37
"Urea, Abono orgánico y residuos de café",orgánico-minerales,37
"Urea, Cal y abono orgánico",orgánico-minerales,37
"Urea, DAP y Cal",orgánico-minerales,37
"Urea, DAP y KCl",orgánico-minerales,37
"Urea, DAP y Menores",orgánico-minerales,37
"Urea, DAP y Nitrato de amonio",orgánico-minerales,37
"Urea, Dap y Nitrato de calcio",orgánico-minerales,37
"Urea, DAP y Sulfato de amonio",orgánico-minerales,37
"Urea, DAP y Sulfato de magnesio",orgánico-minerales,37
"Urea, DAP y Sulfato de zinc",orgánico-minerales,37
"Urea, DAP, Cal dolomita y Abono orgánico",orgánico-minerales,37
"Urea, Dap, Cal dolomita, Fosforita Huila y Yeso Agrícola",orgánico-minerales,37
"Urea, DAP, KCl , Sulfato de amonio y Menores",orgánico-minerales,37
"Urea, DAP, KCl Nitrato de potasio y Sulfato de potasio",orgánico-minerales,37
"Urea, DAP, KCl sulfato de magnesio y sulfato de zinc",orgánico-minerales,37
"Urea, DAP, KCl y Amidas",orgánico-minerales,37
"Urea, DAP, KCl y Cal",orgánico-minerales,37
"Urea, DAP, KCl y Gallinaza",orgánico-minerales,37
"Urea, DAP, KCl y Menores",orgánico-minerales,37
"Urea, DAP, KCl y Nitrato de calcio",orgánico-minerales,37
"Urea, DAP, KCl y Sulfato de amonio",orgánico-minerales,37
"Urea, DAP, KCl y Sulfato de Manganeso",orgánico-minerales,37
"Urea, DAP, KCl, Amidas y Gallinaza",orgánico-minerales,37
"Urea, DAP, KCl, Menores y Cal",orgánico-minerales,37
"Urea, DAP, KCl, Menores y cal dolomita",orgánico-minerales,37
"Urea, DAP, KCl, Menores y Micorrizas",orgánico-minerales,37
"Urea, Dap, KCl, Sulfato de magnesio y Cal dolomita",orgánico-minerales,37
"Urea, DAP, KCl, Sulfato de Magnesio y Nitrato de calcio",orgánico-minerales,37
"Urea, DAP, KCl, Sulfato de magnesio, Yeso agrícola y Menores",orgánico-minerales,37
"Urea, DAP, Kieserita y Menores",orgánico-minerales,37
"Urea, DAP, Menores y Gallinaza",orgánico-minerales,37
"Urea, DAP, Sulfato de Amonio y Abono orgánico",orgánico-minerales,37
"Urea, Fosfoyeso, Lombricompuesto",orgánico-minerales,37
"Urea, KC, Boro y Calcio",orgánico-minerales,37
"Urea, KCl y Borax",orgánico-minerales,37
"Urea, KCl y Boro",orgánico-minerales,37
"Urea, KCl y Cal",orgánico-minerales,37
"Urea, KCl y DAP",orgánico-minerales,37
"Urea, KCl y Menores",orgánico-minerales,37
"Urea, KCl y Sulfato de amonio",orgánico-minerales,37
"Urea, KCl y Sulfato de magnesio",orgánico-minerales,37
"Urea, KCl y Sulfato de potasio",orgánico-minerales,37
"Urea, KCl y Sulfato de zinc",orgánico-minerales,37
"Urea, KCl y Sulfato doble de Calcio y Magnesio",orgánico-minerales,37
"Urea, KCl, Amidas, sulfato de magnesio y Menores",orgánico-minerales,37
"Urea, KCl, Borax y Sulfato de Zinc",orgánico-minerales,37
"Urea, KCl, Sulfato de magnesio",orgánico-minerales,37
"Urea, KCl, Sulfato de magnesio y Menores",orgánico-minerales,37
"Urea, KCl, Sulfato de Zinc. Sulfato de Manganeso y Borax",orgánico-minerales,37
"Urea, KCl, Yeso Agrícola y Cal dolomita",orgánico-minerales,37
"Urea, Kieserita y Silicato de magnesio",orgánico-minerales,37
"Urea, Kieserita, Abono paz del rio y Abono orgánico",orgánico-minerales,37
"Urea, MAP y KCl",orgánico-minerales,37
"Urea, Menores y Abono orgánico",orgánicos,38
"Urea, Menores, Fertilizante para uso en Fertirriego y Abono orgánico",orgánicos,38
"Urea, Nitrato de calcio y Menores",orgánico-minerales,37
"Urea, Sulfato de amonio y Sulfato de potasio",orgánico-minerales,37
"Urea, Sulfato de magnesio y Escorias thomas",orgánico-minerales,37
"Urea, Sulfato de potasio y Gallinaza",orgánicos,38
"Urea, Sulfato de potasio, sulfato de manganeso y sulfato de zinc",orgánico-minerales,37
"Urea, Vinaza y Abono orgánico",orgánicos,38
Vinaza,ecológicos,38
Vinurea,orgánico-minerales,37
Yeso Agricola,orgánico-minerales,37
Yeso Agrícola,orgánico-minerales,37
Yeso Agricola y Gallinaza,orgánicos,38
10-15-20. Yeso y Menores,orgánico-minerales,37
10-20-20. 17-6-18-2 y DAP,orgánico-minerales,37
10-20-20. Gallinaza y Menores,orgánico-minerales,37
10-20-20. Menores y Cal dolomita,orgánico-minerales,37
10-20-20. Sulfato de potasio y Menores,orgánico-minerales,37
10-20-20. Urea. menores y Abono orgánico,orgánico-minerales,37
10-24-12. Cal dolomita y Micorrizas,orgánico-minerales,37
10-30-10. 12-24-12 y Abono orgánico,orgánico-minerales,37
10-30-10. 18-18-18. DAP. Nitrato de potasio y Boro,orgánico-minerales,37
10-30-10. Dap y Urea,orgánico-minerales,37
10-30-10. DAP. KCl y Abono orgánico,orgánico-minerales,37
10-30-10. Menores y abono orgánico,orgánico-minerales,37
10-30-10. Urea y DAP,orgánico-minerales,37
12-11-17. Nitrato de calcio. Nitrato de potasio. acido fosfórico y Sulfato de magnesio,orgánico-minerales,37
12-24-12. 19-4-19 y Nitrato de calcio,orgánico-minerales,37
12-24-12. 19-4-19. Nitrato de calcio y Cal,orgánico-minerales,37
12-24-12. Nitrato de calcio,orgánico-minerales,37
12-30-10. Fertilizantes para fertirriego y Abono orgánico,orgánico-minerales,37
13-26-6. 17-6-18-2. DAP. Kieserita y Gallinaza,orgánico-minerales,37
13-26-6. Gallinaza y Cal,orgánico-minerales,37
15-15-15 y Cal dolomita,orgánico-minerales,37
15-15-15 Y Menores,orgánico-minerales,37
15-15-15 y Nitrato de amonio,orgánico-minerales,37
15-15-15. 10-20-20 y DAP,orgánico-minerales,37
15-15-15. 10-30-10. Urea y Sulfato de potasio,orgánico-minerales,37
15-15-15. 13-26-6 y 10-20-20,orgánico-minerales,37
15-15-15. 18-18-18 y Gallinaza,orgánico-minerales,37
15-15-15. 18-18-18 y Urea,orgánico-minerales,37
15-15-15. 18-18-18. 15-4-23 y Urea,orgánico-minerales,37
15-15-15. 18-18-18. Urea y Gallinaza,orgánico-minerales,37
15-15-15. Abono orgánico y Cal agrícola,orgánico-minerales,37
15-15-15. Borax y Humus,orgánico-minerales,37
15-15-15. Cal dolomita y Abono orgánico,orgánico-minerales,37
15-15-15. DAP y Gallinaza,orgánico-minerales,37
15-15-15. DAP y KCl,orgánico-minerales,37
15-15-15. DAP y Menores,orgánico-minerales,37
15-15-15. Gallinaza y Cal dolomita,orgánico-minerales,37
15-15-15. KCl y Cal,orgánico-minerales,37
15-15-15. KCl y Menores,orgánico-minerales,37
15-15-15. KCl. Roca fosfórica y Gallinaza,orgánico-minerales,37
15-15-15. Menores y Cal dolomita,orgánico-minerales,37
15-15-15. Nitrato de amonio y Abono orgánico,orgánico-minerales,37
15-15-15. Urea . KCl y Oxido de magnesio,orgánico-minerales,37
15-15-15. Urea y Cal agrícola,orgánico-minerales,37
15-15-15. Urea Y Cal dolomita,orgánico-minerales,37
15-15-15. Urea y KCl,orgánico-minerales,37
15-15-15. Urea y Menores,orgánico-minerales,37
15-15-15. Urea y Nitrato de amonio,orgánico-minerales,37
15-15-15. urea. Cal dolomita y Abono orgánico,orgánico-minerales,37
15-4-23. 18-18-18 y Lombricompuesto,orgánico-minerales,37
15-4-23. 18-18-18. 30-30-30 y 11-3-36,orgánico-minerales,37
16-16-16. DAP y KCl,orgánico-minerales,37
16-16-16. Urea y DAP,orgánico-minerales,37
16-4-4. DAP y Gallinaza,orgánico-minerales,37
17-27-13. Urea y Roca fosfórica,orgánico-minerales,37
17-6-18-2 y KCL,orgánico-minerales,37
17-6-18-2. 10-20-20 y Nitrato de amonio,orgánico-minerales,37
17-6-18-2. 15-15-15 Gallinaza,orgánico-minerales,37
17-6-18-2. 15-15-15 y 10-20-30,orgánico-minerales,37
17-6-18-2. 15-15-15 y DAP,orgánico-minerales,37
17-6-18-2. 15-15-15. Gallinaza y Cal,orgánico-minerales,37
17-6-18-2. 18-18-18. Sulfato de amonio y Menores,orgánico-minerales,37
17-6-18-2. DAP y Menores,orgánico-minerales,37
17-6-18-2. DAP y Sulfato de amonio,orgánico-minerales,37
17-6-18-2. DAP. KCl. Menores y Cal,orgánico-minerales,37
17-6-18-2. KCl y Porquinaza,orgánico-minerales,37
17-6-18-2. Urea. DAP y Menores,orgánico-minerales,37
18-18-18 y abono orgánico,orgánico-minerales,37
18-18-18 y cal,orgánico-minerales,37
18-18-18. 15-15-15 y Calfos,orgánico-minerales,37
18-18-18. 17-6-18-2 y Urea,orgánico-minerales,37
18-18-18. DAP y Menores,orgánico-minerales,37
18-18-18. DAP. KCl y Menores,orgánico-minerales,37
18-18-18. Urea y Cal,orgánico-minerales,37
18-18-18. Urea y Cal dolomita,orgánico-minerales,37
19-4-19. DAP y KCl,orgánico-minerales,37
20-4-18. Urea y Cal,orgánico-minerales,37
25-15-0. 15-15-15 y Urea,orgánico-minerales,37
25-15-0. 31-8-8. urea y Amidas,orgánico-minerales,37
25-15-0. Urea. Porquinaza y Bovinaza,orgánico-minerales,37
25-4-24. 10-30-10 y Urea,orgánico-minerales,37
25-4-24. Boro y Zinc,orgánico-minerales,37
25-4-25. Menores. Lombricompuesto y cal,orgánico-minerales,37
26-4-4. 15-15-15 y DAP,orgánico-minerales,37
27-11-11.  25-15-0. DAP y Yeso Agricola,orgánico-minerales,37
28-4-0. DAP. KCl. Menores y Porquinaza,orgánico-minerales,37
28-4-0. Yeso agrícola. Menores y Gallinaza,orgánico-minerales,37
31-8-8 y urea,orgánico-minerales,37
31-8-8. 15-15-15 y Amidas,orgánico-minerales,37
31-8-8. 26-4-4 y Amidas,orgánico-minerales,37
31-8-8. 27-11-11 y Urea,orgánico-minerales,37
31-8-8. 27-11-11. DAP y KCl,orgánico-minerales,37
31-8-8. Urea y DAP,orgánico-minerales,37
31-8-8. Urea y Gallinaza,orgánico-minerales,37
32-15-6. 57-13-6. Menores y Nitrax,orgánico-minerales,37
34-5-4. Urea y Amidas,orgánico-minerales,37
35-10-5. 31-8-8 y 27-11-11,orgánico-minerales,37
35-10-5. 31-8-8 y Urea,orgánico-minerales,37
35-5-5. 31-8-8 y Boro,orgánico-minerales,37
40-0-0. 43-0-0 y Urea,orgánico-minerales,37
70-20-10. Gallinaza. Porquinaza y Cal,orgánico-minerales,37
Cal dolomita. Abono orgánico,orgánico-minerales,37
DAP y KCL,orgánico-minerales,37
Dap y Sulfato de amonio,orgánico-minerales,37
Dap y Sulfato de Magnesio,orgánico-minerales,37
DAP. ADAS. Nitrato de calcio y Boro,orgánico-minerales,37
Dap. Boro y Gallinaza,orgánico-minerales,37
DAP. Fertilizante para uso en fertirriego y Calfos,orgánico-minerales,37
DAP. KCl y Amidas,orgánico-minerales,37
DAP. KCl y Gallinaza,orgánico-minerales,37
DAP. KCl y Magnesio,orgánico-minerales,37
DAP. KCl y Menores,orgánico-minerales,37
DAP. KCl. Amidas y Menores,orgánico-minerales,37
DAP. KCl. Menores y Cal agrícola,orgánico-minerales,37
DAP. Menores y Humus,orgánico-minerales,37
DAP. Nitrato de amonio y Boro,orgánico-minerales,37
